"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"North Branford","0900953890","2013-2017","Black or African American Alone","Number","Per Capita Income",54107
"North Branford","0900953890","2013-2017","Black or African American Alone","Number","Margins of Error",65155
"North Branford","0900953890","2013-2017","Hispanic or Latino","Number","Per Capita Income",24833
"North Branford","0900953890","2013-2017","Hispanic or Latino","Number","Margins of Error",10252
"North Branford","0900953890","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2013-2017","Some Other Race Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2013-2017","Some Other Race Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2013-2017","Two or More Races","Number","Per Capita Income",11570
"North Branford","0900953890","2013-2017","Two or More Races","Number","Margins of Error",15579
"North Branford","0900953890","2013-2017","White Alone","Number","Per Capita Income",42856
"North Branford","0900953890","2013-2017","White Alone","Number","Margins of Error",4590
"North Branford","0900953890","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",43711
"North Branford","0900953890","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",4618
"North Branford","0900953890","2014-2018","All","Number","Per Capita Income",47256
"North Branford","0900953890","2014-2018","All","Number","Margins of Error",6233
"North Branford","0900953890","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2014-2018","Asian Alone","Number","Per Capita Income",59749
"North Branford","0900953890","2014-2018","Asian Alone","Number","Margins of Error",31421
"North Branford","0900953890","2014-2018","Black or African American Alone","Number","Per Capita Income",57367
"North Branford","0900953890","2014-2018","Black or African American Alone","Number","Margins of Error",80156
"North Branford","0900953890","2014-2018","Hispanic or Latino","Number","Per Capita Income",36087
"North Branford","0900953890","2014-2018","Hispanic or Latino","Number","Margins of Error",8441
"North Branford","0900953890","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2014-2018","Some Other Race Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2014-2018","Some Other Race Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2014-2018","Two or More Races","Number","Per Capita Income",11420
"North Branford","0900953890","2014-2018","Two or More Races","Number","Margins of Error",15647
"North Branford","0900953890","2014-2018","White Alone","Number","Per Capita Income",47317
"North Branford","0900953890","2014-2018","White Alone","Number","Margins of Error",6595
"North Branford","0900953890","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",47766
"North Branford","0900953890","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",6871
"North Branford","0900953890","2015-2019","All","Number","Per Capita Income",49263
"North Branford","0900953890","2015-2019","All","Number","Margins of Error",6851
"North Branford","0900953890","2015-2019","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2015-2019","Asian Alone","Number","Per Capita Income",37369
"North Branford","0900953890","2015-2019","Asian Alone","Number","Margins of Error",23456
"North Branford","0900953890","2015-2019","Black or African American Alone","Number","Per Capita Income",21105
"North Branford","0900953890","2015-2019","Black or African American Alone","Number","Margins of Error",4993
"North Branford","0900953890","2015-2019","Hispanic or Latino","Number","Per Capita Income",38109
"North Branford","0900953890","2015-2019","Hispanic or Latino","Number","Margins of Error",9633
"North Branford","0900953890","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2015-2019","Some Other Race Alone","Number","Per Capita Income",40181
"North Branford","0900953890","2015-2019","Some Other Race Alone","Number","Margins of Error",27373
"North Branford","0900953890","2015-2019","Two or More Races","Number","Per Capita Income",8295
"North Branford","0900953890","2015-2019","Two or More Races","Number","Margins of Error",13050
"North Branford","0900953890","2015-2019","White Alone","Number","Per Capita Income",50817
"North Branford","0900953890","2015-2019","White Alone","Number","Margins of Error",7012
"North Branford","0900953890","2015-2019","White Alone Not Hispanic or Latino","Number","Per Capita Income",51239
"North Branford","0900953890","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",7224
"North Branford","0900953890","2016-2020","All","Number","Per Capita Income",51275
"North Branford","0900953890","2016-2020","All","Number","Margins of Error",8195
"North Branford","0900953890","2016-2020","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2016-2020","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2016-2020","Asian Alone","Number","Per Capita Income",47718
"North Branford","0900953890","2016-2020","Asian Alone","Number","Margins of Error",24257
"North Branford","0900953890","2016-2020","Black or African American Alone","Number","Per Capita Income",-9999
"North Branford","0900953890","2016-2020","Black or African American Alone","Number","Margins of Error",-9999
"North Branford","0900953890","2016-2020","Hispanic or Latino","Number","Per Capita Income",50848
"North Branford","0900953890","2016-2020","Hispanic or Latino","Number","Margins of Error",10178
"North Branford","0900953890","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Branford","0900953890","2016-2020","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Branford","0900953890","2016-2020","Some Other Race Alone","Number","Per Capita Income",57492
"North Branford","0900953890","2016-2020","Some Other Race Alone","Number","Margins of Error",23667
"North Branford","0900953890","2016-2020","Two or More Races","Number","Per Capita Income",19022
"North Branford","0900953890","2016-2020","Two or More Races","Number","Margins of Error",16091
"North Branford","0900953890","2016-2020","White Alone","Number","Per Capita Income",52082
"North Branford","0900953890","2016-2020","White Alone","Number","Margins of Error",8523
"North Branford","0900953890","2016-2020","White Alone Not Hispanic or Latino","Number","Per Capita Income",52219
"North Branford","0900953890","2016-2020","White Alone Not Hispanic or Latino","Number","Margins of Error",8611
"North Canaan","0900554030","2005-2009","All","Number","Per Capita Income",24974
"North Canaan","0900554030","2005-2009","All","Number","Margins of Error",3085
"North Canaan","0900554030","2005-2009","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Canaan","0900554030","2005-2009","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Canaan","0900554030","2005-2009","Asian Alone","Number","Per Capita Income",-9999
"North Canaan","0900554030","2005-2009","Asian Alone","Number","Margins of Error",-9999
"North Canaan","0900554030","2005-2009","Black or African American Alone","Number","Per Capita Income",-9999
"North Canaan","0900554030","2005-2009","Black or African American Alone","Number","Margins of Error",-9999
"North Canaan","0900554030","2005-2009","Hispanic or Latino","Number","Per Capita Income",6436
"North Canaan","0900554030","2005-2009","Hispanic or Latino","Number","Margins of Error",2528
"North Canaan","0900554030","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Canaan","0900554030","2005-2009","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Canaan","0900554030","2005-2009","Some Other Race Alone","Number","Per Capita Income",-9999
"North Canaan","0900554030","2005-2009","Some Other Race Alone","Number","Margins of Error",-9999
"North Canaan","0900554030","2005-2009","Two or More Races","Number","Per Capita Income",47035
"North Canaan","0900554030","2005-2009","Two or More Races","Number","Margins of Error",16764
"North Canaan","0900554030","2005-2009","White Alone","Number","Per Capita Income",24771
"North Canaan","0900554030","2005-2009","White Alone","Number","Margins of Error",3119
"North Canaan","0900554030","2005-2009","White Alone Not Hispanic or Latino","Number","Per Capita Income",25528
"North Canaan","0900554030","2005-2009","White Alone Not Hispanic or Latino","Number","Margins of Error",3180
"North Canaan","0900554030","2006-2010","All","Number","Per Capita Income",26700
"North Canaan","0900554030","2006-2010","All","Number","Margins of Error",4438
"North Canaan","0900554030","2006-2010","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"North Canaan","0900554030","2006-2010","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"North Canaan","0900554030","2006-2010","Asian Alone","Number","Per Capita Income",19418
"North Canaan","0900554030","2006-2010","Asian Alone","Number","Margins of Error",6174
"North Canaan","0900554030","2006-2010","Black or African American Alone","Number","Per Capita Income",-9999
"North Canaan","0900554030","2006-2010","Black or African American Alone","Number","Margins of Error",-9999
"North Canaan","0900554030","2006-2010","Hispanic or Latino","Number","Per Capita Income",6821
"North Canaan","0900554030","2006-2010","Hispanic or Latino","Number","Margins of Error",3218
"North Canaan","0900554030","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"North Canaan","0900554030","2006-2010","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"North Canaan","0900554030","2006-2010","Some Other Race Alone","Number","Per Capita Income",-9999
"North Canaan","0900554030","2006-2010","Some Other Race Alone","Number","Margins of Error",-9999
"North Canaan","0900554030","2006-2010","Two or More Races","Number","Per Capita Income",-9999
"North Canaan","0900554030","2006-2010","Two or More Races","Number","Margins of Error",-9999
"North Canaan","0900554030","2006-2010","White Alone","Number","Per Capita Income",26982
"North Canaan","0900554030","2006-2010","White Alone","Number","Margins of Error",4581
"North Canaan","0900554030","2006-2010","White Alone Not Hispanic or Latino","Number","Per Capita Income",27515
"North Canaan","0900554030","2006-2010","White Alone Not Hispanic or Latino","Number","Margins of Error",4612
"North Canaan","0900554030","2007-2011","All","Number","Per Capita Income",26905
"North Canaan","0900554030","2007-2011","All","Number","Margins of Error",4177
"North Canaan","0900554030","2007-2011","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
